"Title","EBacc achievement by ethnicity and area "
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","59","167","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","34","453","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","34","747","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","53","313","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","41","207","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","39","900","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","38","117","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","37","751","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","44","696","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","63","343","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","35","222","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","40","1623","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","43","96","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","75","524","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","29","635","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","x","41","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","24","82","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","37","855","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","37","60","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","36","333","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","x","12","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","54","526","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","46","157","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","35","204","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","24","317","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","31","95","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","41","221","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","35","798","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","36","176","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","36","602","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","44","50","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","35","330","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","33","191","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","30","166","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","25","24","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","53","40","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","21","253","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","19","21","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","42","26","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","24","46","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","54","146","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils",".","0","NA","NA","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","25","32","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","56","25","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","58","31","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","34","50","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","27","67","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","27","195","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","42","12","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","23","70","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","50","6","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","21","14","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","x","5","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","x","15","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","23","80","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","46","11","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","x","3","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","x","8","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","38","16","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","x","15","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","x","9","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","13","124","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","25","36","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","x","13","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","x","12","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","23","13","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","21","38","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","20","137","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","16","741","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","6","47","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","29","63","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","23","78","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","33","15","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","x","8","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","33","21","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","17","35","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","24","75","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","x","14","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","56","16","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","50","8","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","20","15","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","12","81","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","35","20","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","23","35","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","22","23","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","15","85","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","18","440","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","27","11","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","28","18","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","26","38","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","18","260","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","11","38","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","York","Local Authority","E06000014","All pupils","All pupils","x","9","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","6","85","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","x","19","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","16","345","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","14","43","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","29","34","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","22","282","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","14","248","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","32","78","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","x","3","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","21","1489","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","21","276","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","20","70","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","x","5","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","12","257","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","43","7","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","25","72","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","32","37","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","15","48","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","22","36","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","25","139","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","16","50","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","9","221","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","x","20","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","11","109","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","20","56","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","32","44","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","39","333","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","32","447","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","13","294","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","28","68","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","29","73","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","54","125","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","11","53","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","33","164","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","20","345","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","27","719","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","22","333","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","17","639","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","27","423","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","27","148","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","23","945","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","17","1041","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","26","917","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","34","1094","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","25","307","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","24","458","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","25","333","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","25","551","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","30","489","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","42","532","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","19","767","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","34","272","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","19","1124","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","25","574","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","24","879","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","27","604","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","24","344","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","28","362","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","22","327","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","30","344","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","32","73","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","22","299","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","23","494","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","25","48","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","49","212","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","15","598","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","27","26","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","12","41","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","29","132","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","23","31","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","17","115","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils",".","0","NA","NA","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","40","303","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","35","116","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","21","338","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","18","126","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","21","33","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","13","90","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","16","148","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","32","56","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","26","180","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","16","25","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","17","120","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","24","29","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","21","75","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","13","24","NA","NA",""
