"Title","EBacc entry by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator "
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","27","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","35","80"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","73","11"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","!","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","!","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","63","16"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","20","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","33","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","38","124"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","50","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","!","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","42","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","46","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","32","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","42","137"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","32","741"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","15","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","37","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","47","78"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","60","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","!","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","38","21"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","29","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","36","75"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","43","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","69","16"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","!","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","33","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","31","81"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","40","20"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","43","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","44","23"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","26","85"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","37","440"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","36","11"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","44","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","50","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","38","260"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","21","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","York","Local Authority","E06000014","All pupils","All pupils","67","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","22","85"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","!","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","31","345"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","21","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","44","34"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","45","282"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","31","248"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","55","78"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","!","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","39","1,489"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","46","276"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","43","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","!","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","21","257"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","!","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","44","72"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","32","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","38","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","39","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","37","139"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","32","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","20","221"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","20","20"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","28","109"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","36","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","61","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","55","333"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","51","447"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","35","294"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","43","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","51","73"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","62","125"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","25","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","51","164"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","40","345"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","49","719"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","55","333"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","30","639"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","47","423"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","43","148"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","51","945"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","38","1,041"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","48","917"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","58","1,094"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","44","307"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","53","458"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","44","333"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","39","551"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","55","489"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","59","532"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","44","767"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","45","272"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","44","1,124"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","49","574"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","50","879"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","52","604"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","53","344"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","56","362"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","42","327"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","54","344"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","45","73"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","31","299"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","32","494"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","48","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","64","212"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","32","598"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","54","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","46","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","34","132"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","36","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","44","115"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","54","303"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","44","116"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","54","338"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","32","126"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","46","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","23","90"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","27","148"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","43","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","49","180"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","32","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","34","120"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","35","29"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","47","75"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","38","24"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","41","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","24","282"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","33","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","50","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","33","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","18","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","20","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","50","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","!","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","29","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","26","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","36","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","!","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","40","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","England","Country","E92000001","All pupils","All pupils","64","1,987"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","!","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","!","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","69","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","67","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","!","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","100","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","!","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","57","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","!","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","60","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","63","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","67","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","41","32"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","64","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","51","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","43","7"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","!","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","!","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","!","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","50","16"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","42","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","71","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","50","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","!","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","79","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","!","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","60","10"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","!","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","60","10"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","50","28"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","100","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","62","13"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","!","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","61","18"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","!","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","York","Local Authority","E06000014","All pupils","All pupils","67","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","50","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","36","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","!","3"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","55","22"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","76","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","70","20"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","!","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","68","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","67","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","67","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","!","4"
