"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","68","524","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","53","635","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","58","41","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","50","82","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","55","855","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","54","60","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","55","333","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","43","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","61","526","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","59","157","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","53","204","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","49","317","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","54","95","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","59","221","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","58","798","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","56","176","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","56","602","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","57","50","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","55","330","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","51","191","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","53","166","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","52","24","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","65","40","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","50","253","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","54","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","57","26","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","49","46","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","61","146","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","54","32","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","61","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","59","31","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","55","50","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","52","67","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","51","195","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","59","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","57","70","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","43","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","56","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","55","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","52","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","50","80","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","53","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","54","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","38","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","51","16","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","46","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","43","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","43","124","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","48","36","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","48","13","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","43","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","48","13","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","52","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","47","137","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","49","741","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","44","47","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","52","63","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","52","78","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","46","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","54","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","50","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","48","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","54","75","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","42","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","53","16","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","57","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","45","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","45","81","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","53","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","42","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","46","23","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","46","85","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","46","440","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","51","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","48","18","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","51","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","47","260","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","46","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","York","Local Authority","E06000014","All pupils","All pupils","54","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","44","85","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","54","19","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","46","345","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","50","43","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","51","34","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","48","282","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","47","248","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","52","78","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","52","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","48","1489","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","48","276","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","46","70","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","47","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","45","257","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","52","7","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","50","72","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","49","37","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","47","48","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","51","36","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","48","139","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","48","50","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","46","221","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","44","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","47","109","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","48","56","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","48","44","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","54","333","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","53","447","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","49","294","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","51","68","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","52","73","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","59","125","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","46","53","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","53","164","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","48","345","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","50","719","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","48","333","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","46","639","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","49","423","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","52","148","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","48","945","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","46","1041","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","49","917","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","52","1094","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","49","307","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","48","458","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","51","333","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","51","551","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","51","489","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","57","532","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","46","767","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","52","272","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","48","1124","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","47","574","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","48","879","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","51","604","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","49","344","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","51","362","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","48","327","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","50","344","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","52","73","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","50","299","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","50","494","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","45","48","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","59","212","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","47","598","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","50","26","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","46","41","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","49","132","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","50","31","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","48","115","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","56","303","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","52","116","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","49","338","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","47","126","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","49","33","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","46","90","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","50","148","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","50","56","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","50","180","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","45","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","42","120","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","50","29","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","50","75","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","46","24","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","52","17","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","42","282","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","46","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","54","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","44","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","45","63","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","42","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","43","18","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","48","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","44","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","44","43","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","50","42","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","47","7","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Black","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","49","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","58","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","62","3","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","55","13","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Chinese","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","67","9","NA","NA"
