"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","52","61","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","48","142","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","53","193","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","53","133","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","52","253","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","49","158","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","56","113","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","49","228","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","50","286","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","48","199","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","53","255","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","47","129","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","52","188","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","55","130","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","47","141","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","58","363","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","51","161","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","49","158","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","56","229","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","49","424","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","52","195","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","51","324","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","50","208","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","52","163","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","51","127","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","52","299","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","56","224","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","61","115","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","54","155","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","52","230","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","52","135","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","60","201","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","50","227","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","54","49","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","52","181","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","54","312","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","50","166","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","52","350","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","48","27","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","55","536","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","51","125","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","50","187","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","48","288","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","52","54","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","45","98","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","55","112","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","46","95","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","55","473","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","52","75","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","51","258","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","56","99","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","49","89","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","48","74","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","54","73","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","48","209","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","53","99","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","53","95","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","50","80","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","51","195","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","0","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","55","66","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","53","43","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","55","47","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","53","100","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","48","109","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","51","60","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","58","40","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","54","115","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","59","33","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","47","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","60","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","54","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","52","172","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","52","249","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","51","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","56","42","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","49","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","52","57","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","52","106","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","55","90","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","52","735","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","53","19","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","54","611","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","52","244","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","51","62","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","57","37","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","54","31","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","50","1147","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","55","132","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","51","974","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","46","822","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","49","551","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","55","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","52","23","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","56","14","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","53","168","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","52","253","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","59","327","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","56","49","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","53","30","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","59","64","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","44","6","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","46","2482","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","49","375","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","49","77","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","49","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","56","17","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","50","1139","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","48","849","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","60","10","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","54","62","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","57","93","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","48","231","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","47","501","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","49","116","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","York","Local Authority","E06000014","All pupils","All pupils","70","11","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","48","482","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","49","75","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","51","1631","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","57","505","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","65","76","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","53","326","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","51","438","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","55","180","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","48","4","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","50","4580","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","53","660","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","49","298","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","52","5","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","50","934","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","53","19","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","54","278","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","50","254","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","50","301","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","49","117","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","52","628","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","57","263","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","54","530","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","50","142","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","51","273","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","56","190","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","50","46","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","62","337","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","57","849","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","49","967","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","59","88","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","48","367","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","62","135","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","53","102","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","53","65","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","50","272","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","54","272","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","55","116","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","52","127","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","55","170","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","59","26","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","55","79","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","53","129","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","54","1601","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","56","124","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","52","1685","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","55","333","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","55","199","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","55","398","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","63","512","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","60","207","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","54","900","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","66","167","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","55","453","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","52","747","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","59","313","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","56","207","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","56","900","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","55","117","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","56","751","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","57","696","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","63","343","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","55","222","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","57","1623","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","56","96","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","68","524","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","53","635","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","58","41","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","50","82","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","55","855","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","54","60","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","55","333","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","43","12","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","61","526","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Asian","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","59","157","NA","NA"
